t_s,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,mu,J2,J3
134920.0,5885.383093678263,-5600.770605661646,-5835.450492887472,3.216743740937666,5.156470363179357,-1.7002979558112872,398600.4415,0.0010826269,0.0
134930.0,5917.433179984044,-5549.09477113497,-5852.337062187729,3.1932522432450803,5.178662273156251,-1.6770046722556007,398600.4415,0.0010826269,0.0
134940.0,5949.247714757508,-5497.198047286081,-5868.990363443247,3.169633598506394,5.200648072516218,-1.6536445097461678,398600.4415,0.0010826269,0.0
134950.0,5980.8254312034605,-5445.082499588054,-5885.409732497411,3.145888743393033,5.222426888329107,-1.6302183961148973,398600.4415,0.0010826269,0.0
134960.0,6012.165071923614,-5392.750202208209,-5901.594514490358,3.122018619541368,5.2439978558300195,-1.606727261787551,398600.4415,0.0010826269,0.0
134970.0,6043.265388968244,-5340.203237928673,-5917.544063886944,3.0980241735157303,5.265360118452393,-1.5831720397473177,398600.4415,0.0010826269,0.0
134980.0,6074.125143887821,-5287.443698066994,-5933.257744504732,3.0739063567712157,5.286512827860756,-1.5595536654982614,398600.4415,0.0010826269,0.0
134990.0,6104.74310778466,-5234.473682396852,-5948.73492954199,3.0496661256162567,5.307455143983172,-1.5358730770286408,398600.4415,0.0010826269,0.0
135000.0,6135.1180613645965,-5181.29529906888,-5963.975001605748,3.025304441174972,5.32818623504338,-1.5121312147741013,398600.4415,0.0010826269,0.0
135010.0,6165.248794912117,-5127.910664452809,-5978.977352662745,3.0008222693586304,5.348705277592748,-1.488329021588386,398600.4415,0.0010826269,0.0
135020.0,6195.13410834026,-5074.321903049483,-5993.741384064428,2.9762205808286204,5.369011456541374,-1.4644674427072228,398600.4415,0.0010826269,0.0
135030.0,6224.772811364226,-5020.5311475411445,-6008.266506698542,2.951500350943074,5.38910396518941,-1.4405474256987483,398600.4415,0.0010826269,0.0
135040.0,6254.163723470505,-4966.54053863158,-6022.552140934804,2.926662559728007,5.408982005258377,-1.4165699204340674,398600.4415,0.0010826269,0.0
135050.0,6283.305673964916,-4912.352224962537,-6036.597716649159,2.901708191839116,5.428644786921666,-1.392535879050287,398600.4415,0.0010826269,0.0
135060.0,6312.197502020384,-4857.968363030104,-6050.402673247815,2.8766382365233913,5.448091528834742,-1.3684462559134538,398600.4415,0.0010826269,0.0
135070.0,6340.83805672399,-4803.391117100586,-6063.966459690598,2.851453687580605,5.467321458165037,-1.3443020075814442,398600.4415,0.0010826269,0.0
135080.0,6369.226197123351,-4748.622659125875,-6077.28853451365,2.8261555433246666,5.4863338106215345,-1.3201040927668024,398600.4415,0.0010826269,0.0
135090.0,6397.360792272319,-4693.665168658377,-6090.3683658515,2.800744806544852,5.505127830484051,-1.2958534722995305,398600.4415,0.0010826269,0.0
135100.0,6425.24072127605,-4638.520832765474,-6103.2054314585275,2.7752224844669007,5.523702770632205,-1.2715511090898233,398600.4415,0.0010826269,0.0
135110.0,6452.864873335462,-4583.191845943564,-6115.799218729848,2.7495895887139765,5.542057892574071,-1.2471979680907521,398600.4415,0.0010826269,0.0
135120.0,6480.232147791113,-4527.680410031701,-6128.149224721644,2.723847135267496,5.560192466474528,-1.2227950162608943,398600.4415,0.0010826269,0.0
135130.0,6507.341454166507,-4471.988734124843,-6140.254956170964,2.6979961444278198,5.578105771183281,-1.1983432225269057,398600.4415,0.0010826269,0.0
135140.0,6534.191712210882,-4416.1190344867355,-6152.115929515026,2.672037640774802,5.595797094262578,-1.17384355774604,398600.4415,0.0010826269,0.0
135150.0,6560.781851941482,-4360.073534462448,-6163.73167091003,2.6459726531282057,5.6132657320146055,-1.1492969946686067,398600.4415,0.0010826269,0.0
135160.0,6587.11081368536,-4303.854464390596,-6175.101716249525,2.6198022145079705,5.630510989508554,-1.1247045079003741,398600.4415,0.0010826269,0.0
135170.0,6613.1775481207105,-4247.464061515244,-6186.225611182349,2.593527362094339,5.6475321806073815,-1.100067073864911,398600.4415,0.0010826269,0.0
135180.0,6638.981016317791,-4190.904569897536,-6197.102911130158,2.5671491371878408,5.664328627994231,-1.0753856707658678,398600.4415,0.0010826269,0.0
135190.0,6664.520189779432,-4134.178240327056,-6207.733181304583,2.5406685851691244,5.680899663198544,-1.0506612785491973,398600.4415,0.0010826269,0.0
135200.0,6689.794050481179,-4077.28733023295,-6218.115996724036,2.514086755458645,5.697244626621836,-1.0258948788653104,398600.4415,0.0010826269,0.0
135210.0,6714.8015909110745,-4020.2341035948207,-6228.250942230182,2.4874047014761995,5.713362867563141,-1.0010874550311706,398600.4415,0.0010826269,0.0
135220.0,6739.541814109133,-3963.020830853424,-6238.13761250411,2.4606234806003116,5.7292537442441445,-0.9762399919923217,398600.4415,0.0010826269,0.0
135230.0,6764.013733706506,-3905.649788821181,-6247.775612082232,2.433744154127462,5.7449166238339595,-0.9513534762848505,398600.4415,0.0010826269,0.0
135240.0,6788.216373964381,-3848.123260592528,-6257.164555371928,2.406767787231163,5.76035088247359,-0.9264288959972824,398600.4415,0.0010826269,0.0
135250.0,6812.148769812639,-3790.4435354541274,-6266.304066666957,2.379695448920879,5.775555905300054,-0.9014672407324085,398600.4415,0.0010826269,0.0
135260.0,6835.8099668882915,-3732.6129087949566,-6275.1937801626755,2.352528212000787,5.790531086470165,-0.876469501569044,398600.4415,0.0010826269,0.0
135270.0,6859.199021573726,-3674.633682016294,-6283.833339971076,2.3252671530283737,5.805275829183983,-0.8514366710237167,398600.4415,0.0010826269,0.0
135280.0,6882.315001034784,-3616.508162441631,-6292.222400135676,2.297913352272877,5.819789545707922,-0.8263697430122829,398600.4415,0.0010826269,0.0
135290.0,6905.156983258706,-3558.238663226517,-6300.360624646275,2.2704678936735587,5.83407165739752,-0.8012697128114726,398600.4415,0.0010826269,0.0
135300.0,6927.724057091956,-3499.8275032683705,-6308.247687453619,2.242931864797816,5.8481215947198635,-0.7761375770203605,398600.4415,0.0010826269,0.0
135310.0,6950.015322277963,-3441.2770071162686,-6315.88327248398,2.2153063567991236,5.861938797275667,-0.7509743335217617,398600.4415,0.0010826269,0.0
135320.0,6972.029889494801,-3382.589504880738,-6323.267073653699,2.1875924643748057,5.875522713821009,-0.7257809814435539,398600.4415,0.0010826269,0.0
135330.0,6993.766880392833,-3323.767332143567,-6330.398794883686,2.159791285723646,5.888872802288722,-0.7005585211199207,398600.4415,0.0010826269,0.0
135340.0,7015.225427632351,-3264.812829867666,-6337.278150113935,2.1319039225033127,5.901988529809429,-0.6753079540525196,398600.4415,0.0010826269,0.0
135350.0,7036.4046749212275,-3205.728344306978,-6343.904863318055,2.1039314797876245,5.914869372732231,-0.6500302828715685,398600.4415,0.0010826269,0.0
135360.0,7057.303777052618,-3146.5162269164857,-6350.278668517854,2.0758750660236296,5.927514816645047,-0.6247265112968546,398600.4415,0.0010826269,0.0
