t_s,dx_km,dy_km,dz_km,dvx_km_s,dvy_km_s,dvz_km_s
76690.0,-290.20212859342064,1163.772829433443,434.79577680241164,-0.5994133844922023,-0.27721097025219965,0.44843378674133416
76700.0,-296.19191134221273,1160.9766823705895,439.27247710780557,-0.5985389577163658,-0.2820169109700359,0.4469030537517169
76710.0,-302.17282296522626,1158.1325225052187,443.7337730570698,-0.597639156212515,-0.2868134950382215,0.44535291896868046
76720.0,-308.14460975292513,1155.2404444961844,448.1794708476873,-0.5967140007756679,-0.2916005076842261,0.44378343577071866
76730.0,-314.107018288405,1152.3005451226868,452.60937727613236,-0.5957635134058679,-0.2963777343360965,0.4421946584991441
76740.0,-320.0597953771985,1149.312923310747,457.02329968449885,-0.5947877173131115,-0.30114496064091334,0.44058664245904633
76750.0,-326.0026880613532,1146.2776801297814,461.4210459715687,-0.5937866369182321,-0.3059019724764438,0.4389594439180602
76760.0,-331.93544363291585,1143.194918789428,465.80242460341196,-0.5927602978537241,-0.31064855596290286,0.43731312010505974
76770.0,-337.85780964679725,1140.064744636616,470.16724462354887,-0.5917087269645149,-0.3153844974747768,0.43564772920880745
76780.0,-343.7695339330294,1136.8872651528845,474.5153156626202,-0.590631952308682,-0.32010958365274966,0.4339633303765318
76790.0,-349.67036460841337,1133.662589951945,478.8464479476197,-0.5895300031581174,-0.32482360141569977,0.43225998371245433
76800.0,-355.56005008754255,1130.3908307774905,483.16045231064163,-0.5884029099991333,-0.3295263379727942,0.4305377502762555
76810.0,-361.4383390932144,1127.072101501254,487.4571401971725,-0.5872507045330191,-0.33421758083564956,0.4287966920814794
76820.0,-367.30498066622386,1123.7065181213088,491.73632367390474,-0.5860734196765394,-0.3388971178306006,0.4270368720938764
76830.0,-373.1597241745294,1120.294198760621,495.99781543608424,-0.5848710895623792,-0.3435647371110324,0.42525835422969793
76840.0,-379.0023193218012,1116.8352636658374,500.24142881438274,-0.583643749539537,-0.34822022716980516,0.4234612033539178
76850.0,-384.832516155333,1113.3298352063325,504.466977781296,-0.5823914361736575,-0.3528633768517624,0.4216454852784062
76860.0,-390.65006507333874,1109.7780378734979,508.6742769570692,-0.5811141872473196,-0.3574939753663289,0.419811266760036
76870.0,-396.4547169325988,1106.1799982176235,512.8631416878425,-0.5798120417561556,-0.36211181228890066,0.4179586154972519
76880.0,-402.24622304752484,1102.5358448575835,517.033388046545,-0.5784850399088206,-0.36671667757409665,0.41608760012780843
76890.0,-408.0243350554156,1098.8457085646778,521.1848327359494,-0.5771332231330311,-0.3713083615840551,0.4141982902289807
76900.0,-413.7888050182937,1095.1097221999617,525.3172931621139,-0.5757566340719258,-0.3758866550905733,0.41229075631419976
76910.0,-419.5393854328131,1091.328020712088,529.4305874422234,-0.5743553165837811,-0.38045134928744684,0.4103650698307426
76920.0,-425.27582924040325,1087.5007411347833,533.5245344125497,-0.5729293157416451,-0.38500223580277915,0.4084213031573469
76930.0,-430.9978898378704,1083.6280225838009,537.598953636716,-0.5714786778328671,-0.3895391067112408,0.40645952960175835
76940.0,-436.70532108846874,1079.7100062533682,541.653665414251,-0.5700034503585372,-0.3940617545462546,0.404479823398213
76950.0,-442.3978773334393,1075.746835412143,545.6884907894546,-0.5685036820328213,-0.3985699723121412,0.40248225970483986
76960.0,-448.0753134040142,1071.7386553986526,549.7032515605579,-0.5669794227822034,-0.4030635534961835,0.40046691460100003
76970.0,-453.73738463389236,1067.6856136162896,553.6977702891927,-0.5654307237446243,-0.40754229208064885,0.39843386508454826
76980.0,-459.3838468721806,1063.5878595277954,557.6718703101669,-0.5638576372685238,-0.41200598255473597,0.39638318906902814
76990.0,-465.0144564968059,1059.4455446493066,561.6253757415525,-0.5622602169117812,-0.4164544199264677,0.3943149653807856
77000.0,-470.6289704283945,1055.258822543933,565.5581114950683,-0.5606385174405553,-0.42088739973452594,0.39222927375602445
77010.0,-476.22714614462257,1051.0278488148879,569.4699032867993,-0.5589925948280219,-0.42530471806000936,0.3901261948377699
77020.0,-481.80874169503295,1046.7527810981928,573.3605776482045,-0.5573225062530112,-0.42970617153814583,0.38800581017277613
77030.0,-487.37351571632644,1042.4337790549343,577.2299619374562,-0.5556283100985411,-0.4340915573699258,0.38586820220834683
77040.0,-492.9212274481224,1038.071004363118,581.0778843510916,-0.5539100659502485,-0.43846067333368666,0.3837134542890901
77050.0,-498.4516367491833,1033.664620709098,584.9041739359818,-0.5521678345947159,-0.44281331779661315,0.38154165065359
77060.0,-503.96450411412206,1029.214793778614,588.7086606016228,-0.5504016780176921,-0.4471492897261973,0.379352876431013
77070.0,-509.45959058448534,1024.721691315869,592.4911750567699,-0.5486116594057173,-0.4514683887118771,0.3771472176387909
77080.0,-514.9366577955416,1020.1854830893053,596.251548842295,-0.5467978431436986,-0.4557704149738857,0.37492476117913265
77090.0,-520.3954681103141,1015.6063408102309,599.9896144280738,-0.5449602948087295,-0.4600551693634305,0.3726855948338841
77100.0,-525.8357845501387,1010.9844381815547,603.7052051639203,-0.5430990811705647,-0.46432245338234157,0.37042980726160835
77110.0,-531.257370808401,1006.3199508894741,607.3981552895539,-0.5412142701895597,-0.4685720691947317,0.3681574879939169
77120.0,-536.6599912636884,1001.6130565955755,611.0682999441324,-0.5393059310145327,-0.472803819638715,0.3658687274317236
77130.0,-542.0434109923744,996.8639349293508,614.7154751754124,-0.5373741339805456,-0.4770175082381609,0.36356361684143224
77140.0,-547.407395780614,992.0727674811324,618.3395179484655,-0.5354189506066152,-0.4812129392145126,0.3612422483510498
77150.0,-552.7517121357587,987.2397377954348,621.9402661540062,-0.5334404535933457,-0.48538991749865446,0.35890471494622966
77160.0,-558.0761272971858,982.3650313647195,625.5175586162959,-0.5314387168204875,-0.4895482487428158,0.3565511104662469
77170.0,-563.3804092465361,977.4488356235734,629.0712351006296,-0.5294138153444239,-0.49368773933254584,0.35418152959990046
77180.0,-568.664326717364,972.4913399433008,632.6011363204198,-0.5273658253955746,-0.4978081963987222,0.351796067881343
77190.0,-573.9276492041972,967.4927356269418,636.107103943842,-0.5252948243757398,-0.5019094278296228,0.3493948216858507
77200.0,-579.1701469710006,962.4532159046976,639.5889806000769,-0.5232008908553545,-0.5059912422830299,0.34697788822550946
77210.0,-584.3915910590431,957.3729759297776,643.0466098851234,-0.5210841045706789,-0.5100534491984137,0.3445453655448465
77220.0,-589.5917532941621,952.2522127746724,646.479836367188,-0.5189445464209119,-0.5140958588091351,0.34209735251637463
77230.0,-594.7704063747788,947.0911253474978,649.8885056452255,-0.5167822984633013,-0.518118282143651,0.33963394883636244
77240.0,-599.927323896115,941.8899143773342,653.2724643664715,-0.514597443909294,-0.5221205310351023,0.3371552550200261
77250.0,-605.0622802092685,936.6487825534077,656.6315601336428,-0.5123900671251023,-0.5261024181533793,0.33466137239659144
77260.0,-610.1750505178761,931.3679344288275,659.9656415684931,-0.5101602536265939,-0.5300637570050819,0.3321524031050793
77270.0,-615.2654108883107,926.0475764141156,663.27455831917,-0.5079080900758552,-0.5340043619451649,0.32962845008949637
77280.0,-620.3331382593751,920.6879167709803,666.5581610671761,-0.50563366427768,-0.5379240481886027,0.32708961709397455
77290.0,-625.3780104523648,915.2891656054626,669.8163015345408,-0.5033370651759785,-0.5418226318219483,0.3245360086578448
77300.0,-630.3998061814855,909.851534860456,673.0488324911726,-0.5010183828500869,-0.545699929814786,0.3219677301106607
77310.0,-635.3983050646584,904.3752383076089,676.2556077624431,-0.4986777085109919,-0.5495557600310894,0.3193848875671619
77320.0,-640.3732876346885,898.8604915386304,679.4364822369421,-0.496315134497463,-0.5533899412404715,0.3167875879221804
77330.0,-645.3245353508091,893.3075119559917,682.5913118744725,-0.4939307542720974,-0.5572022931293183,0.31417593884549433
77340.0,-650.251830610604,887.7165187630353,685.7199537142328,-0.49152466241727444,-0.5609926363118403,0.3115500487766174
77350.0,-655.1549567623088,882.0877329535042,688.8222658832319,-0.4890969546310133,-0.5647607923409943,0.3089100269195404
77360.0,-660.0336981174914,876.4213773005067,691.8981076049022,-0.48664772772275144,-0.5685065837193095,0.30625598323740677
77370.0,-664.8878399641135,870.7176763448988,694.9473392079599,-0.4841770796090197,-0.572229833909609,0.3035880284471366
77380.0,-669.7171685799794,864.9768563831267,697.9698221354583,-0.4816851093090344,-0.5759303673456166,0.30090627401399406
77390.0,-674.5214712465686,859.1991454545077,700.9654189540888,-0.47917191694019534,-0.5796080094424569,0.29821083214609345
77400.0,-679.3005362632621,853.3847733279772,703.9339933637043,-0.4766376037134967,-0.583262586607046,0.2955018157888545
77410.0,-684.0541529619422,847.5339714883048,706.8754102070711,-0.474082271928836,-0.586893926248377,0.292779338619392
77420.0,-688.7821117220083,841.6469731217803,709.7895354798648,-0.47150602497024563,-0.5905018567876841,0.29004351504085557
77430.0,-693.484203920525,835.724013168613,712.6762362983545,-0.46890896730197396,-0.5940862076760749,0.2872944601762253
77440.0,-698.1602219019487,829.7653283492527,715.5353808788736,-0.4662912044645968,-0.5976468094101248,0.2845322898624594
77450.0,-702.809959155773,823.7711569842522,718.3668386541394,-0.4636528430674596,-0.6011834935232097,0.2817571206457159
77460.0,-707.433210242134,817.7417390757655,721.1704802255786,-0.4609939907845866,-0.6046960926057237,0.2789690697745564
77470.0,-712.0297708016096,811.6773162971458,723.9461773696703,-0.4583147563495986,-0.6081844403155481,0.27616825519398125
77480.0,-716.5994375669325,805.5781319805546,726.6938030455553,-0.45561524955052324,-0.6116483713882568,0.27335479553942177
77490.0,-721.1420083741905,799.4444311051102,729.4132314022959,-0.4528955812245128,-0.6150877216473241,0.2705288101306489
77500.0,-725.6572821735008,793.2764602856496,732.1043377858091,-0.4501558632524896,-0.6185023280143556,0.2676904189656253
77510.0,-730.1450590391614,787.0744677620414,734.7669987454692,-0.447396208553696,-0.6218920285193175,0.26483974271426947
77520.0,-734.6051401792656,780.8387033890867,737.4010920403525,-0.4446167310801723,-0.6252566623107882,0.261976902712171
77530.0,-739.0373279448077,774.569418626993,740.0064966451628,-0.44181754581114596,-0.6285960696662207,0.25910202095421386
77540.0,-743.4414258382312,768.2668665324263,742.5830927558054,-0.43899876874734467,-0.631910092002208,0.25621522008815045
77550.0,-747.8172385214675,761.9313017501445,745.1307617946181,-0.43616051690522095,-0.635198571884771,0.25331662340808947
77560.0,-752.1645718234295,755.5629805052149,747.6493864152626,-0.4333029083111062,-0.6384613530396526,0.25040635484792784
77570.0,-756.483232746964,749.1621605957898,750.138850507271,-0.4304260619952722,-0.641698280362629,0.24748453897470402
77580.0,-760.77302947528,742.7291013865088,752.5990392002386,-0.42753009798592334,-0.6449091999298284,0.24455130098189226
77590.0,-765.0337714162933,736.2640637450104,755.0298388897731,-0.4246151373030922,-0.6480939590014767,0.24160676668372583
77600.0,-769.2652692891352,729.7673099217536,757.4311372886768,-0.421681301952173,-0.6512524060182492,0.2386510625104581
77610.0,-773.4673349641407,723.2391037907119,759.8028233353866,-0.4187287149177892,-0.6543843906395868,0.2356843154968442
77620.0,-777.6397815426772,716.6797107260554,762.1447872391313,-0.41575750015778645,-0.6574897637410624,0.23270665327761453
77630.0,-781.7824233721785,710.0893975826384,764.4569204890763,-0.41276778259679636,-0.6605683774228379,0.22971820408072263
77640.0,-785.8950760543485,703.4684326866045,766.7391158595206,-0.4097596881197121,-0.6636200850192022,0.22671909672035495
77650.0,-789.9775564536012,696.8170858252724,768.9912674151778,-0.40673334356511504,-0.6666447411079592,0.2237094605899017
77660.0,-794.0296827057573,690.1356282363449,771.2132705165473,-0.4036888767186162,-0.6696422015196735,0.2206894256548999
77670.0,-798.0512742269921,683.4243325963971,773.405021825376,-0.40062641630613793,-0.6726123233467729,0.21765912244594654
