t_s,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,mu,J2,J3
220.0,-4437.131307325605,7573.595300772059,4770.11026885904,-4.007375421123691,-4.05978691610814,2.719440805452371,398600.4415,0.0010826269,-2.5324e-06
230.0,-4477.116107256462,7532.846324641856,4797.209026574652,-3.989557962380169,-4.089981097554058,2.7002926993079215,398600.4415,0.0010826269,-2.5324e-06
240.0,-4516.921935533847,7491.7962247598325,4824.115763165325,-3.971581209951211,-4.120011466743784,2.6810367086699425,398600.4415,0.0010826269,-2.5324e-06
250.0,-4556.547202835575,7450.4466452558345,4850.829403658567,-3.953445887088462,-4.149876824536561,2.6616736079530208,398600.4415,0.0010826269,-2.5324e-06
260.0,-4595.990327103599,7408.799242217589,4877.348880847331,-3.935152723370648,-4.179575978498266,2.642204175833276,398600.4415,0.0010826269,-2.5324e-06
270.0,-4635.249733606789,7366.855683622855,4903.673135332108,-3.916702454673082,-4.209107742948507,2.6226291952161755,398600.4415,0.0010826269,-2.5324e-06
280.0,-4674.323855003411,7324.617649271112,4929.801115562702,-3.8980958231369276,-4.238470939007408,2.6029494532041877,398600.4415,0.0010826269,-2.5324e-06
290.0,-4713.211131403321,7282.086830714821,4955.731777879709,-3.8793335771382074,-4.2676643946421216,2.5831657410642777,398600.4415,0.0010826269,-2.5324e-06
300.0,-4751.910010429898,7239.2649311903,4981.46408655572,-3.860416471256575,-4.296686944713006,2.5632788541952407,398600.4415,0.0010826269,-2.5324e-06
310.0,-4790.418947281724,7196.153665548237,5006.99701383627,-3.8413452662438297,-4.325537431019536,2.5432895920948737,398600.4415,0.0010826269,-2.5324e-06
320.0,-4828.736404794037,7152.754760183887,5032.329539980531,-3.8221207289921866,-4.354214702345887,2.5231987583269824,398600.4415,0.0010826269,-2.5324e-06
330.0,-4866.860853499963,7109.069952966972,5057.460653301812,-3.8027436325022896,-4.382717614506228,2.503007160488223,398600.4415,0.0010826269,-2.5324e-06
340.0,-4904.7907716915615,7065.100993171341,5082.389350207834,-3.783214755850975,-4.411045030389706,2.4827156101747803,398600.4415,0.0010826269,-2.5324e-06
350.0,-4942.524645480683,7020.849641404395,5107.114635240831,-3.763534884158777,-4.439195820005132,2.4623249229488753,398600.4415,0.0010826269,-2.5324e-06
360.0,-4980.060968859668,6976.3176695363445,5131.635521117503,-3.743704808557173,-4.467168860525348,2.441835918305107,398600.4415,0.0010826269,-2.5324e-06
370.0,-5017.398243761898,6931.5068606293025,5155.951028768802,-3.7237253261555807,-4.494963036331303,2.4212494196366223,398600.4415,0.0010826269,-2.5324e-06
380.0,-5054.534980122221,6886.419008866271,5180.0601873796095,-3.7035972400080817,-4.522577239055803,2.400566254201117,398600.4415,0.0010826269,-2.5324e-06
390.0,-5091.469695937262,6841.055919480041,5203.962034428311,-3.6833213590798928,-4.550010367626972,2.379787253086664,398600.4415,0.0010826269,-2.5324e-06
400.0,-5128.200917325648,6795.419408682052,5227.655615726275,-3.6628984982135693,-4.5772613283113825,2.3589132511773676,398600.4415,0.0010826269,-2.5324e-06
410.0,-5164.727178588141,6749.511303591232,5251.139985457272,-3.6423294780949447,-4.604329034756887,2.337945087118844,398600.4415,0.0010826269,-2.5324e-06
420.0,-5201.04702226773,6703.333442162864,5274.41420621685,-3.621615125218802,-4.631212408035137,2.316883603283528,398600.4415,0.0010826269,-2.5324e-06
430.0,-5237.158999209663,6656.887673117512,5297.477349051674,-3.6007562718542787,-4.6579103766837795,2.295729645735798,398600.4415,0.0010826269,-2.5324e-06
440.0,-5273.061668621469,6610.175855870028,5320.32849349886,-3.5797537560099992,-4.684421876748351,2.274484064196927,398600.4415,0.0010826269,-2.5324e-06
450.0,-5308.753598132601,6563.199860458171,5342.966727624958,-3.5586084213989913,-4.710745851823838,2.2531477120099015,398600.4415,0.0010826269,-2.5324e-06
460.0,-5344.233363770729,6515.9615673456165,5365.391147977572,-3.5373211174158863,-4.736881253093989,2.2317214461147445,398600.4415,0.0010826269,-2.5324e-06
470.0,-5379.499550077639,6468.462867426203,5387.600859681946,-3.5158926990938277,-4.762827039372941,2.210206127006692,398600.4415,0.0010826269,-2.5324e-06
480.0,-5414.550750216511,6420.705662031723,5409.59497653092,-3.494324027060947,-4.7885821771474895,2.1886026186939063,398600.4415,0.0010826269,-2.5324e-06
490.0,-5449.385565979372,6372.69186278537,5431.372620969714,-3.4726159675117807,-4.8141456406164,2.1669117886680116,398600.4415,0.0010826269,-2.5324e-06
500.0,-5484.002607844371,6324.423391526184,5452.932924132337,-3.4507693921713063,-4.8395164117302585,2.1451345078684314,398600.4415,0.0010826269,-2.5324e-06
510.0,-5518.400495032386,6275.902180232777,5474.275025877308,-3.428785178258816,-4.864693480230998,2.123271650646638,398600.4415,0.0010826269,-2.5324e-06
520.0,-5552.577855562959,6227.130170946386,5495.39807482275,-3.4066642084516268,-4.889675843691092,2.1013240947303147,398600.4415,0.0010826269,-2.5324e-06
530.0,-5586.533326309595,6178.109315693255,5516.3012283808475,-3.3844073708486233,-4.9144625075524235,2.0792927211874312,398600.4415,0.0010826269,-2.5324e-06
540.0,-5620.265553054459,6128.841576406399,5536.983652791705,-3.362015558933639,-4.939052485164828,2.057178414390225,398600.4415,0.0010826269,-2.5324e-06
550.0,-5653.773190542465,6079.3289248467545,5557.444523156629,-3.3394896715386624,-4.963444797824293,2.0349820619790946,398600.4415,0.0010826269,-2.5324e-06
560.0,-5687.054902534817,6029.573342523766,5577.683023470863,-3.3168306128068794,-4.9876384748108435,2.012704554826399,398600.4415,0.0010826269,-2.5324e-06
570.0,-5720.109361861991,5979.576820615417,5597.6983466557795,-3.294039292155538,-5.011632553426074,1.9903467870001625,398600.4415,0.0010826269,-2.5324e-06
580.0,-5752.935250476205,5929.341359887753,5617.489694590576,-3.271116624238647,-5.035426079030363,1.9679096557276883,398600.4415,0.0010826269,-2.5324e-06
590.0,-5785.531259503395,5878.868970613907,5637.056278143485,-3.248063528909491,-5.059018105079737,1.945394061359071,398600.4415,0.0010826269,-2.5324e-06
600.0,-5817.896089294709,5828.161672492659,5656.39731720252,-3.2248809311829754,-5.082407693162409,1.922800907330617,398600.4415,0.0010826269,-2.5324e-06
610.0,-5850.028449477561,5777.2214945665755,5675.512040705788,-3.201569761197791,-5.105593913034971,1.9001311001281622,398600.4415,0.0010826269,-2.5324e-06
620.0,-5881.927059006246,5726.050475139724,5694.399686671393,-3.1781309541783975,-5.128575842658248,1.8773855492502929,398600.4415,0.0010826269,-2.5324e-06
630.0,-5913.590646212171,5674.650661695021,5713.059502226939,-3.1545654503968272,-5.151352568232809,1.8545651671714654,398600.4415,0.0010826269,-2.5324e-06
640.0,-5945.017948853683,5623.024110811226,5731.4907436386775,-3.1308741951343038,-5.173923184234146,1.831670869305023,398600.4415,0.0010826269,-2.5324e-06
650.0,-5976.207714165563,5571.172888079608,5749.692676340305,-3.107058138642678,-5.19628679344749,1.8087035739661113,398600.4415,0.0010826269,-2.5324e-06
660.0,-6007.158698908167,5519.099068020327,5767.664574961446,-3.0831182361056744,-5.2184425070023,1.785664202334487,398600.4415,0.0010826269,-2.5324e-06
670.0,-6037.869669416275,5466.804733998531,5785.405723355839,-3.059055447599953,-5.2403894444063965,1.7625536784172249,398600.4415,0.0010826269,-2.5324e-06
680.0,-6068.339401647643,5414.291978140238,5802.91541462924,-3.034870738055978,-5.262126733579748,1.7393729290113136,398600.4415,0.0010826269,-2.5324e-06
690.0,-6098.566681231292,5361.562901247977,5820.192951167097,-3.010565077218696,-5.283653510887912,1.7161228836661473,398600.4415,0.0010826269,-2.5324e-06
700.0,-6128.550303515565,5308.619612716273,5837.237644661978,-2.9861394396080243,-5.304968921175121,1.6928044746459086,398600.4415,0.0010826269,-2.5324e-06
710.0,-6158.289073615962,5255.464230446958,5854.04881614081,-2.961594804479137,-5.326072117797021,1.6694186368918364,398600.4415,0.0010826269,-2.5324e-06
720.0,-6187.781806462779,5202.09888076436,5870.625795991929,-2.9369321557825625,-5.346962262653056,1.6459663079843907,398600.4415,0.0010826269,-2.5324e-06
730.0,-6217.0273268485935,5148.525698330393,5886.96792399199,-2.9121524821240787,-5.3676385262184985,1.622448428105296,398600.4415,0.0010826269,-2.5324e-06
740.0,-6246.02446947558,5094.746826059576,5903.0745493327195,-2.887256776724409,-5.388100087576124,1.5988659399994778,398600.4415,0.0010826269,-2.5324e-06
750.0,-6274.772079002725,5040.764415033999,5918.945030647589,-2.8622460373787173,-5.408346134447528,1.5752197889368815,398600.4415,0.0010826269,-2.5324e-06
760.0,-6303.269010092927,4986.580624418284,5934.578736038381,-2.8371212664158993,-5.428375863224088,1.5515109226741752,398600.4415,0.0010826269,-2.5324e-06
770.0,-6331.514127460032,4932.197621374553,5949.9750431017,-2.81188347065767,-5.448188478997566,1.5277402914163356,398600.4415,0.0010826269,-2.5324e-06
780.0,-6359.506305915809,4877.617580977429,5965.1333389554475,-2.7865336613774465,-5.467783195590346,1.5039088477781164,398600.4415,0.0010826269,-2.5324e-06
790.0,-6387.2444304169,4822.8426861291155,5980.053020265281,-2.7610728542590155,-5.487159235585318,1.4800175467453962,398600.4415,0.0010826269,-2.5324e-06
800.0,-6414.7273961117635,4767.875127474565,5994.7334932710755,-2.7355020693550025,-5.506315830355388,1.4560673456364066,398600.4415,0.0010826269,-2.5324e-06
810.0,-6441.954108387632,4712.717103316767,6009.174173813426,-2.7098223310451197,-5.525252220092636,1.4320592040628362,398600.4415,0.0010826269,-2.5324e-06
820.0,-6468.9234828780045,4657.370819496537,6023.374487322288,-2.6840346679990135,-5.543967653837647,1.407994083894717,398600.4415,0.0010826269,-2.5324e-06
830.0,-6495.63444541447,4601.838489216849,6037.333868751445,-2.658140113146304,-5.56246138950898,1.3838729492312474,398600.4415,0.0010826269,-2.5324e-06
840.0,-6522.085932263725,4546.122333129911,6051.051762787401,-2.6321397036112946,-5.58073269392872,1.3596967663429245,398600.4415,0.0010826269,-2.5324e-06
850.0,-6548.276890087376,4490.224579179876,6064.527623793131,-2.606034480680443,-5.59878084285176,1.3354665036402644,398600.4415,0.0010826269,-2.5324e-06
860.0,-6574.206275975694,4434.147462505914,6077.7609158218675,-2.579825489761267,-5.6166051209932695,1.311183131635696,398600.4415,0.0010826269,-2.5324e-06
870.0,-6599.873057490462,4377.893225353489,6090.7511126395975,-2.553513780339967,-5.634204822055674,1.2868476229044645,398600.4415,0.0010826269,-2.5324e-06
880.0,-6625.276212707052,4321.464116985173,6103.497697746858,-2.52710040593895,-5.651579248755275,1.262460952045502,398600.4415,0.0010826269,-2.5324e-06
890.0,-6650.414730255736,4264.8623935910155,6116.000164399832,-2.500586424074247,-5.668727712848537,1.2380240956422603,398600.4415,0.0010826269,-2.5324e-06
900.0,-6675.287609362285,4208.090318198485,6128.258015630795,-2.4739728962128242,-5.685649535158014,1.2135380322235094,398600.4415,0.0010826269,-2.5324e-06
910.0,-6699.89385988786,4151.150160582015,6140.27076426791,-2.4472608877297866,-5.702344045597928,1.1890037422240964,398600.4415,0.0010826269,-2.5324e-06
920.0,-6724.23250236824,4094.044197172155,6152.037932954422,-2.4204514678654743,-5.718810583199403,1.1644222079456663,398600.4415,0.0010826269,-2.5324e-06
930.0,-6748.302568052406,4036.7747109643647,6163.559054167262,-2.3935457096824457,-5.735048496135334,1.139794413517342,398600.4415,0.0010826269,-2.5324e-06
940.0,-6772.103098940516,3979.3439914274527,6174.833670235096,-2.366544690022352,-5.751057141744904,1.1151213448563646,398600.4415,0.0010826269,-2.5324e-06
950.0,-6795.633147821289,3921.7543344116966,6185.861333355837,-2.3394494894626936,-5.766835886557749,1.090403989628693,398600.4415,0.0010826269,-2.5324e-06
960.0,-6818.8917783088355,3864.0080420566487,6196.641605613653,-2.312261192273466,-5.782384106317752,1.0656433372095568,398600.4415,0.0010826269,-2.5324e-06
970.0,-6841.878064878961,3806.1074226986593,6207.174058995497,-2.2849808863736856,-5.797701186006488,1.0408403786439686,398600.4415,0.0010826269,-2.5324e-06
980.0,-6864.591092904959,3748.0547907781274,6217.458275407172,-2.2576096632878,-5.812786519866297,1.0159961066071908,398600.4415,0.0010826269,-2.5324e-06
990.0,-6887.029958692946,3689.852466746502,6227.493846688979,-2.230148618101975,-5.827639511422998,0.9911115153651553,398600.4415,0.0010826269,-2.5324e-06
1000.0,-6909.193769516737,3631.5027769730577,6237.2803746309555,-2.202598849420265,-5.842259573508237,0.966187600734838,398600.4415,0.0010826269,-2.5324e-06
1010.0,-6931.08164365231,3573.008053651455,6246.8174709877385,-2.174961459320655,-5.8566461282814615,0.9412253600445838,398600.4415,0.0010826269,-2.5324e-06
1020.0,-6952.692710411885,3514.3706347061125,6256.104757493074,-2.1472375533109855,-5.870798607251532,0.9162257920943834,398600.4415,0.0010826269,-2.5324e-06
1030.0,-6974.026110177631,3455.5928636984063,6265.141865874012,-2.1194282402847433,-5.884716451297959,0.8911898971160999,398600.4415,0.0010826269,-2.5324e-06
1040.0,-6995.080994435057,3396.6770897327174,6273.928437864786,-2.0915346324767317,-5.898399110691767,0.8661186767336451,398600.4415,0.0010826269,-2.5324e-06
1050.0,-7015.8565258060735,3337.6256673623475,6282.4641252204365,-2.0635578454186074,-5.911846045115983,0.8410131339231027,398600.4415,0.0010826269,-2.5324e-06
1060.0,-7036.351878081807,3278.4409564953194,6290.748589730173,-2.0354989978942895,-5.925056723685752,0.8158742729727992,398600.4415,0.0010826269,-2.5324e-06
1070.0,-7056.566236255136,3219.125322300086,6298.78150323053,-2.007359211895236,-5.9380306249680705,0.7907030994433207,398600.4415,0.0010826269,-2.5324e-06
1080.0,-7076.498796553026,3159.681135111161,6306.562547618314,-1.979139612575585,-5.950767237001143,0.7655006201274747,398600.4415,0.0010826269,-2.5324e-06
1090.0,-7096.148766468664,3100.1107703346993,6314.091414863391,-1.950841328207162,-5.963266057313353,0.740267843010195,398600.4415,0.0010826269,-2.5324e-06
1100.0,-7115.515364793426,3040.4166083540395,6321.367807021331,-1.9224654901343534,-5.9755265929418595,0.7150057772283914,398600.4415,0.0010826269,-2.5324e-06
1110.0,-7134.597821648712,2980.601034435228,6328.391436245926,-1.8940132327288366,-5.987548360450792,0.6897154330307396,398600.4415,0.0010826269,-2.5324e-06
1120.0,-7153.395378517667,2920.66643863255,6335.1620248016325,-1.8654856933441735,-5.999330885949083,0.6643978217374121,398600.4415,0.0010826269,-2.5324e-06
1130.0,-7171.907288276827,2860.615215694082,6341.679305075937,-1.8368840122702634,-6.010873705107883,0.6390539556997509,398600.4415,0.0010826269,-2.5324e-06
1140.0,-7190.132815227706,2800.449764967285,6347.943019591687,-1.8082093326876514,-6.022176363177615,0.6136848482598762,398600.4415,0.0010826269,-2.5324e-06
1150.0,-7208.071235128357,2740.17249030466,6353.9529210194105,-1.779462800621693,-6.033238415004614,0.588291513710235,398600.4415,0.0010826269,-2.5324e-06
1160.0,-7225.7218352249465,2679.7857999694857,6359.708772189647,-1.7506455648965749,-6.044059425047383,0.5628749672530867,398600.4415,0.0010826269,-2.5324e-06
1170.0,-7243.0839142833465,2619.2921065416535,6365.2103461053175,-1.7217587770891838,-6.054638967392456,0.5374362249599227,398600.4415,0.0010826269,-2.5324e-06
1180.0,-7260.156782609364,2558.6938268181048,6370.4574259439005,-1.6928035914839754,-6.0649766257703215,0.5119763037317016,398600.4415,0.0010826269,-2.5324e-06
1190.0,-7276.939761930095,2497.993381643047,6375.44980493441,-1.6637811650419885,-6.075071993576484,0.48649622127004494,398600.4415,0.0010826269,-2.5324e-06
1200.0,-7293.43218561025,2437.1931959002654,6380.187286535275,-1.6346926573363088,-6.084924673878669,0.4609969960226854,398600.4415,0.0010826269,-2.5324e-06
1210.0,-7309.633398653711,2376.295698410715,6384.669684420644,-1.6055392305077782,-6.0945342794326836,0.43547964714440995,398600.4415,0.0010826269,-2.5324e-06
1220.0,-7325.542757692518,2315.303321818063,6388.896822454519,-1.5763220492224308,-6.103900432698025,0.40994519445946515,398600.4415,0.0010826269,-2.5324e-06
1230.0,-7341.15963101401,2254.2185024920186,6392.868534699069,-1.5470422806250637,-6.113022765851528,0.38439465842105447,398600.4415,0.0010826269,-2.5324e-06
1240.0,-7356.4833985871155,2193.0436804314513,6396.584665422203,-1.5177010942927631,-6.121900920800658,0.3588290600708477,398600.4415,0.0010826269,-2.5324e-06
1250.0,-7371.513452087805,2131.7812991673027,6400.045069104426,-1.4882996621883826,-6.130534549196458,0.33324942099850247,398600.4415,0.0010826269,-2.5324e-06
1260.0,-7386.249194923749,2070.4338056653,6403.249610444999,-1.45883915861397,-6.138923312446135,0.3076567633011952,398600.4415,0.0010826269,-2.5324e-06
1270.0,-7400.690042258212,2009.003650228485,6406.198164367441,-1.4293207601641449,-6.1470668817253005,0.28205210954316334,398600.4415,0.0010826269,-2.5324e-06
1280.0,-7414.835421033205,1947.4932863995687,6408.890616024392,-1.3997456456794242,-6.154964937989846,0.2564364827152567,398600.4415,0.0010826269,-2.5324e-06
1290.0,-7428.6847699919335,1885.9051708631168,6411.326860801876,-1.3701149961994943,-6.162617171987463,0.23081090619449673,398600.4415,0.0010826269,-2.5324e-06
1300.0,-7442.237539700573,1824.2417633475836,6413.506804322965,-1.3404299949164287,-6.170023284268797,0.20517640370364476,398600.4415,0.0010826269,-2.5324e-06
1310.0,-7455.493192569403,1762.5055265271967,6415.430362450907,-1.31069182712785,-6.177182985198242,0.17953399927077696,398600.4415,0.0010826269,-2.5324e-06
1320.0,-7468.451202873323,1700.6989259237082,6417.097461291717,-1.2809016801900361,-6.184095994964363,0.15388471718886576,398600.4415,0.0010826269,-2.5324e-06
1330.0,-7481.111056771797,1638.8244298080203,6418.508037196271,-1.2510607434709662,-6.190762043589956,0.12822958197536777,398600.4415,0.0010826269,-2.5324e-06
1340.0,-7493.472252328235,1576.8845091016954,6419.662036761924,-1.221170208303309,-6.197180870941735,0.10256961833181616,398600.4415,0.0010826269,-2.5324e-06
1350.0,-7505.534299528869,1514.881637278361,6420.559416833687,-1.1912312679373498,-6.20335222673964,0.07690585110341824,398600.4415,0.0010826269,-2.5324e-06
1360.0,-7517.296720301132,1452.8182902650194,6421.200144504978,-1.161245117493857,-6.209275870565779,0.05123930523865622,398600.4415,0.0010826269,-2.5324e-06
1370.0,-7528.759048531582,1390.6969463432733,6421.584197117995,-1.1312129539168823,-6.214951571872988,0.025571005748891817,398600.4415,0.0010826269,-2.5324e-06
1380.0,-7539.920830083406,1328.520086050475,6421.711562263711,-1.1011359759265003,-6.220379109993008,-9.802233202782507e-05,398600.4415,0.0010826269,-2.5324e-06
1390.0,-7550.781622813519,1266.2901920808101,6421.5822377815375,-1.0710153839714807,-6.225558274144286,-0.025766753988161195,398600.4415,0.0010826269,-2.5324e-06
1400.0,-7561.34099658931,1204.009749186331,6421.1962317586795,-1.0408523801818932,-6.23048886343939,-0.05143416426186331,398600.4415,0.0010826269,-2.5324e-06
1410.0,-7571.598533305045,1141.6812440779404,6420.553562529207,-1.0106481683216462,-6.2351706868920305,-0.07709922829417593,398600.4415,0.0010826269,-2.5324e-06
1420.0,-7581.553826897979,1079.3071653263428,6419.654258672868,-0.9804039537409537,-6.239603563423709,-0.10276092136521853,398600.4415,0.0010826269,-2.5324e-06
1430.0,-7591.206483364188,1016.8900032629701,6418.498359013679,-0.9501209433287345,-6.243787321869959,-0.1284182189345795,398600.4415,0.0010826269,-2.5324e-06
1440.0,-7600.556120774168,954.4322498808965,6417.0859126183095,-0.9198003454649374,-6.247721800986204,-0.1540700966817099,398600.4415,0.0010826269,-2.5324e-06
1450.0,-7609.602369288222,891.9363987357435,6415.416978794292,-0.8894433699727947,-6.251406849453214,-0.1797155305463194,398600.4415,0.0010826269,-2.5324e-06
1460.0,-7618.344871171671,829.4049448465953,6413.491627088089,-0.8590512280710013,-6.254842325882173,-0.20535349676877523,398600.4415,0.0010826269,-2.5324e-06
1470.0,-7626.783280809919,766.8403845969276,6411.30993728304,-0.8286251323258167,-6.258028098819334,-0.23098297193050488,398600.4415,0.0010826269,-2.5324e-06
1480.0,-7634.9172647234,704.2452156355639,6408.871999397211,-0.7981662966030936,-6.26096404675029,-0.2566029329944034,398600.4415,0.0010826269,-2.5324e-06
1490.0,-7642.746501582445,641.621936777666,6406.177913681184,-0.767675936020225,-6.263650058103819,-0.28221235734524674,398600.4415,0.0010826269,-2.5324e-06
1500.0,-7650.2706822220935,578.9730479057723,6403.227790615805,-0.7371552668980149,-6.266086031255338,-0.30781022283010906,398600.4415,0.0010826269,-2.5324e-06
1510.0,-7657.489509656882,516.3010498708923,6400.021750909925,-0.7066055067124669,-6.268271874529949,-0.33339550779878846,398600.4415,0.0010826269,-2.5324e-06
1520.0,-7664.40269909564,453.6084443936661,6396.559925498153,-0.6760278740464911,-6.270207506205061,-0.3589671911442397,398600.4415,0.0010826269,-2.5324e-06
1530.0,-7671.009977956334,390.89773396560076,6392.842455538649,-0.6454235885415298,-6.271892854512613,-0.3845242523430138,398600.4415,0.0010826269,-2.5324e-06
1540.0,-7677.311085879606,328.1714217501924,6388.8694924098445,-0.614793870849209,-6.273327857640956,-0.4100656714956266,398600.4415,0.0010826269,-2.5324e-06
1550.0,-7683.305774602011,265.4320114612212,6384.641197587704,-0.5841399425947279,-6.274512463744922,-0.4355904293584174,398600.4415,0.0010826269,-2.5324e-06
1560.0,-7688.99380807723,202.68200727558693,6380.1577427332395,-0.5534630263201065,-6.275446630940341,-0.46109750738978866,398600.4415,0.0010826269,-2.5324e-06
1570.0,-7694.3749625512155,139.92391374933442,6375.419309742371,-0.5227643454299808,-6.276130327301188,-0.4865858877947271,398600.4415,0.0010826269,-2.5324e-06
1580.0,-7699.449026501487,77.16023570859079,6370.426090679705,-0.49204512414899837,-6.276563530864403,-0.5120545535608518,398600.4415,0.0010826269,-2.5324e-06
1590.0,-7704.215800647367,14.393478149714724,6365.178287772357,-0.46130658747345965,-6.276746229629914,-0.537502488498517,398600.4415,0.0010826269,-2.5324e-06
1600.0,-7708.675097959321,-48.373853860511986,6359.676113403047,-0.43054996112296684,-6.276678421560315,-0.5629286772808603,398600.4415,0.0010826269,-2.5324e-06
1610.0,-7712.8267436674305,-111.1392552846516,6353.919790102472,-0.39977647149207485,-6.276360114580196,-0.5883321054837969,398600.4415,0.0010826269,-2.5324e-06
1620.0,-7716.670575269039,-173.9002212143343,6347.909550541004,-0.36898734560194746,-6.275791326575129,-0.6137117596259596,398600.4415,0.0010826269,-2.5324e-06
1630.0,-7720.206442535589,-236.6542469699399,6341.64563751973,-0.3381838110520151,-6.274972085390298,-0.6390666272085851,398600.4415,0.0010826269,-2.5324e-06
1640.0,-7723.434207518701,-299.39882820023547,6335.128303960855,-0.30736709597163586,-6.273902428828787,-0.664395696755346,398600.4415,0.0010826269,-2.5324e-06
1650.0,-7726.353744555508,-362.1314609819701,6328.357812897514,-0.2765384289717566,-6.272582404649494,-0.6896979578521307,398600.4415,0.0010826269,-2.5324e-06
1660.0,-7728.964940273291,-424.84964191942515,6321.334437462995,-0.24569903909657598,-6.271012070564703,-0.7149724011867682,398600.4415,0.0010826269,-2.5324e-06
1670.0,-7731.2676935934505,-487.5508682439188,6314.058460879425,-0.21485015577520628,-6.269191494237286,-0.740218018588702,398600.4415,0.0010826269,-2.5324e-06
1680.0,-7733.261915734828,-550.2326379132683,6306.530176445926,-0.1839930087733354,-6.26712075327754,-0.7654338030686093,398600.4415,0.0010826269,-2.5324e-06
1690.0,-7734.94753021643,-612.8924497112037,6298.749887526281,-0.1531288281448865,-6.264799935239666,-0.7906187488579688,398600.4415,0.0010826269,-2.5324e-06
1700.0,-7736.32447285958,-675.5278033467386,6290.717907536124,-0.12225884418367544,-6.2622291376178705,-0.8157718514485758,398600.4415,0.0010826269,-2.5324e-06
1710.0,-7737.392691789524,-738.1361995534919,6282.434559929701,-0.09138428737506599,-6.259408467842093,-0.8408921076320046,398600.4415,0.0010826269,-2.5324e-06
1720.0,-7738.1521474365345,-800.7151401889671,6273.900178186205,-0.0605063883476199,-6.256338043273371,-0.8659785155390205,398600.4415,0.0010826269,-2.5324e-06
1730.0,-7738.6028125365365,-863.2621283337778,6265.115105795733,-0.029626377824743977,-6.253017991198815,-0.8910300746789376,398600.4415,0.0010826269,-2.5324e-06
