label,BdotT_km,BdotR_km,rp_km,rp_alt_km,sigma_T_km,sigma_R_km
Forward IEKF Seed,9248.373978799631,8294.408705094218,9264.835818249778,2886.6995182497776,11.970937853480201,15.573622915994072
