station,t,rho_km,rho_dot_km_s,elev_rad
Station 1,83520.0,5788.556167742023,-2.2394599194080915,0.35818228255661627
Station 1,83530.0,5766.273958628315,-2.2169233865081277,0.363377782466696
Station 1,83540.0,5744.218874298332,-2.1940346890204836,0.36855592926636477
Station 1,83550.0,5722.394444448803,-2.170792232774122,0.3737154256880389
Station 1,83560.0,5700.804214139761,-2.1471945398909544,0.37885493562516576
Station 1,83570.0,5679.451742603999,-2.1232402545567126,0.38397308379292683
Station 1,83580.0,5658.340601998797,-2.098928148871819,0.3890684554420832
Station 1,83590.0,5637.474376099214,-2.074257128773504,0.3941395961305244
Station 1,83600.0,5616.856658932345,-2.049226240019777,0.39918501155724734
Station 1,83610.0,5596.491053351957,-2.0238346742249385,0.40420316746361235
Station 1,83620.0,5576.381169553139,-1.9980817749357414,0.40919248960689253
Station 1,83630.0,5556.530623526626,-1.9719670437363173,0.41415136381123235
Station 1,83640.0,5536.943035452603,-1.9454901463693284,0.4190781361012441
Station 1,83650.0,5517.622028033962,-1.918650918859925,0.42397111292357054
Station 1,83660.0,5498.571224679312,-1.89144937364361,0.428828561451198
Station 1,83670.0,5479.794247622175,-1.8638857056542746,0.43364870998711524
Station 1,83680.0,5461.294716343072,-1.8359602983190069,0.43842974851404143
Station 1,83690.0,5443.0762455177555,-1.8076737295734726,0.4431698293043229
Station 1,83700.0,5425.142443038992,-1.7790267777679487,0.4478670676613196
Station 1,83710.0,5407.496907985553,-1.7500204274779374,0.4525195427817577
Station 1,83720.0,5390.143228533336,-1.720655875201846,0.45712529874349506
Station 1,83730.0,5373.084979809686,-1.6909345349264053,0.4616823456237293
Station 1,83740.0,5356.32572169255,-1.6608580435398186,0.46618866075248777
Station 1,83750.0,5339.868996555948,-1.6304282660721814,0.4706421901059652
Station 1,83760.0,5323.718326963753,-1.5996473007422003,0.47504084984398837
Station 1,83770.0,5307.877213313733,-1.568517483788868,0.4793825279955108
Station 1,83780.0,5292.349131434254,-1.5370413940663936,0.4836650862956446
Station 1,83790.0,5277.137530136045,-1.5052218573804939,0.4878863621772401
Station 1,83800.0,5262.24582872185,-1.4730619505439368,0.4920441709195123
Station 1,83810.0,5247.677414456831,-1.4405650051292216,0.49613630795560376
Station 1,83820.0,5233.435640002979,-1.4077346108962985,0.5001605513403169
Station 1,83830.0,5219.523820820852,-1.3745746188733743,0.5041146643785386
Station 1,83840.0,5205.945232542312,-1.3410891440691182,0.5079963984140851
Station 1,83850.0,5192.703108318057,-1.30728256779497,0.5118034957778581
Station 1,83860.0,5179.800636144004,-1.2731595395767668,0.5155336928933059
Station 1,83870.0,5167.2409561707755,-1.2387249786354098,0.5191847235362052
Station 1,83880.0,5155.027158000712,-1.2039840749172785,0.5227543222448002
Station 1,83890.0,5143.162277977087,-1.1689422896557529,0.5262402278752488
Station 1,83900.0,5131.649296470279,-1.1336053554463408,0.5296401872962383
