component,X0_star,delta_x0_plus,X0_hat_epoch
x_km,-3515.39032703351,-0.20583218461555383,-3515.5961592181256
y_km,8390.68631024339,-0.07557933983359803,8390.610730903558
z_km,4127.877352553682,-0.32433606389388114,4127.553016489788
vx_km_s,-4.357376322178153,-0.00043771429908872017,-4.357814036477242
vy_km_s,-3.3570791387645498,0.0004903829898236656,-3.3565887557747263
vz_km_s,3.112092927869902,-0.00029470382026381927,3.1117982240496382
