metric,all,ignore_first_pass
x [m],41.531450423333524,37.778516205185895
y [m],128.10518259603418,114.91144382524656
z [m],34.28388411866156,32.09024815948325
vx [m/s],0.03507420249761262,0.03376347582586516
vy [m/s],0.03974909076519681,0.036186322894419976
vz [m/s],0.028164681600360474,0.02672996606764763
||r||_2 [m],138.96468577480724,125.146475122576
||v||_2 [m/s],0.060028653051297655,0.05624867421051449
