label,BdotT_km,BdotR_km,rp_km,rp_alt_km,sigma_T_km,sigma_R_km
Forward Station IEKF,9798.970639275964,8121.505425717563,9556.664652229687,3178.528352229687,18.93591010696508,36.78690449393962
