label,BdotT_km,BdotR_km,rp_km,rp_alt_km,sigma_T_km,sigma_R_km
Forward Station IEKF,9798.709189595478,8120.858854831052,9556.075100703583,3177.938800703583,18.95356058943672,36.81220524760812
