label,BdotT_km,BdotR_km,rp_km,rp_alt_km,sigma_T_km,sigma_R_km
Forward IEKF Stop-Start,8944.720480676755,8043.2367383319515,8887.920678210996,2509.784378210996,18.327971596079944,35.698717567759786
