label,BdotT_km,BdotR_km,rp_km,rp_alt_km,sigma_T_km,sigma_R_km
Forward IEKF,9013.130786970434,7896.776405724904,8843.89810531484,2465.76180531484,18.34570140172775,35.85322035710657
